ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
975,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.5.2.3.5.2.28,Vehicle Class Count - Bin 10,Response Message,O,Yes / No,,TMDD_N23R507_Vehicle_Class_Count___Bin_10_Supported,FALSE,TMDD_N23R507_Vehicle_Class_Count___Bin_10_Parameter,,TMDD_N23_Flag,FALSE
976,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.5.2.3.5.2.29,Vehicle Class Count - Bin 11,Response Message,O,Yes / No,,TMDD_N23R508_Vehicle_Class_Count___Bin_11_Supported,FALSE,TMDD_N23R508_Vehicle_Class_Count___Bin_11_Parameter,,TMDD_N23_Flag,FALSE
977,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.5.2.3.5.2.30,Vehicle Class Count - Bin 12,Response Message,O,Yes / No,,TMDD_N23R509_Vehicle_Class_Count___Bin_12_Supported,FALSE,TMDD_N23R509_Vehicle_Class_Count___Bin_12_Parameter,,TMDD_N23_Flag,FALSE
978,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.5.2.3.5.2.31,Vehicle Class Count - Bin 13,Response Message,O,Yes / No,,TMDD_N23R510_Vehicle_Class_Count___Bin_13_Supported,FALSE,TMDD_N23R510_Vehicle_Class_Count___Bin_13_Parameter,,TMDD_N23_Flag,FALSE
979,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.5.2.3.5.2.32,Vehicle Class Count - Bin 14,Response Message,O,Yes / No,,TMDD_N23R511_Vehicle_Class_Count___Bin_14_Supported,FALSE,TMDD_N23R511_Vehicle_Class_Count___Bin_14_Parameter,,TMDD_N23_Flag,FALSE
980,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N23R13_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N23R13_Contents_of_the_Error_Report_Parameter,,TMDD_N23_Flag,FALSE
981,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N23R14_Required_Error_Report_Contents_Supported,TRUE,TMDD_N23R14_Required_Error_Report_Contents_Parameter,,TMDD_N23_Flag,FALSE
982,2.3.5.1.6,Need for Detector Data Sharing,Optional,Yes / No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N23R15_Restrictions___Error_Report_Supported,FALSE,TMDD_N23R15_Restrictions___Error_Report_Parameter,,TMDD_N23_Flag,FALSE
983,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.1,Send Detector Maintenance History Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N24R512_Send_Detector_Maintenance_History_Information_Upon_Request_Supported,TRUE,TMDD_N24R512_Send_Detector_Maintenance_History_Information_Upon_Request_Parameter,60000,TMDD_N24_Flag,FALSE
984,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N24R365_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N24R365_Required_Device_Information_Request_Content_Parameter,,TMDD_N24_Flag,FALSE
985,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N24R366_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N24R366_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N24_Flag,FALSE
986,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N24R367_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N24R367_Operator_Identifier___Device_Information_Parameter,,TMDD_N24_Flag,FALSE
987,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N24R368_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N24R368_External_Center_Organization___Device_Information_Parameter,,TMDD_N24_Flag,FALSE
988,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N24R369_Device_Identifier_Filter_Supported,FALSE,TMDD_N24R369_Device_Identifier_Filter_Parameter,,TMDD_N24_Flag,FALSE
989,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N24R370_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N24R370_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N24_Flag,FALSE
990,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N24R371_Link_Identifier_Filter_Supported,FALSE,TMDD_N24R371_Link_Identifier_Filter_Parameter,,TMDD_N24_Flag,FALSE
991,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N24R372_Route_Designator_Filter_Supported,FALSE,TMDD_N24R372_Route_Designator_Filter_Parameter,,TMDD_N24_Flag,FALSE
992,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N24R373_Linear_Reference_Filter_Supported,FALSE,TMDD_N24R373_Linear_Reference_Filter_Parameter,,TMDD_N24_Flag,FALSE
993,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.2,Contents of the Detector Maintenance History Request,Request Message,M,Yes,,TMDD_N24R513_Contents_of_the_Detector_Maintenance_History_Request_Supported,TRUE,TMDD_N24R513_Contents_of_the_Detector_Maintenance_History_Request_Parameter,,TMDD_N24_Flag,FALSE
994,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.2.1,Required Detector Maintenance History Request Content,Request Message,M,Yes,,TMDD_N24R514_Required_Detector_Maintenance_History_Request_Content_Supported,TRUE,TMDD_N24R514_Required_Detector_Maintenance_History_Request_Content_Parameter,,TMDD_N24_Flag,FALSE
995,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.2.2.1,Detector Station - Detector History Request,Request Message,O,Yes / No,,TMDD_N24R515_Detector_Station___Detector_History_Request_Supported,FALSE,TMDD_N24R515_Detector_Station___Detector_History_Request_Parameter,,TMDD_N24_Flag,FALSE
996,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3,Contents of Detector Maintenance History Information,Response Message,M,Yes,,TMDD_N24R516_Contents_of_Detector_Maintenance_History_Information_Supported,TRUE,TMDD_N24R516_Contents_of_Detector_Maintenance_History_Information_Parameter,,TMDD_N24_Flag,FALSE
997,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.1,Required Detector Maintenance History Content (DetMaintHistory),Response Message,M,Yes,,TMDD_N24R517_Required_Detector_Maintenance_History_Content__DetMaintHistory__Supported,TRUE,TMDD_N24R517_Required_Detector_Maintenance_History_Content__DetMaintHistory__Parameter,,TMDD_N24_Flag,FALSE
998,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.1,Restrictions - Detector History,Response Message,O,Yes / No,,TMDD_N24R518_Restrictions___Detector_History_Supported,FALSE,TMDD_N24R518_Restrictions___Detector_History_Parameter,,TMDD_N24_Flag,FALSE
999,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.2,Detector Station - Detector History,Response Message,O,Yes / No,,TMDD_N24R519_Detector_Station___Detector_History_Supported,FALSE,TMDD_N24R519_Detector_Station___Detector_History_Parameter,,TMDD_N24_Flag,FALSE
1000,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.3,Detector Type,Response Message,O,Yes / No,,TMDD_N24R520_Detector_Type_Supported,FALSE,TMDD_N24R520_Detector_Type_Parameter,,TMDD_N24_Flag,FALSE
1001,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.4,Installation Date and Time,Response Message,O,Yes / No,,TMDD_N24R521_Installation_Date_and_Time_Supported,FALSE,TMDD_N24R521_Installation_Date_and_Time_Parameter,,TMDD_N24_Flag,FALSE
1002,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.5,Detector Calibration Date and Time,Response Message,O,Yes / No,,TMDD_N24R522_Detector_Calibration_Date_and_Time_Supported,FALSE,TMDD_N24R522_Detector_Calibration_Date_and_Time_Parameter,,TMDD_N24_Flag,FALSE
1003,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.6,Detector Calibration Method,Response Message,O,Yes / No,,TMDD_N24R523_Detector_Calibration_Method_Supported,FALSE,TMDD_N24R523_Detector_Calibration_Method_Parameter,,TMDD_N24_Flag,FALSE
1004,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.7,Operational Date and Time,Response Message,O,Yes / No,,TMDD_N24R524_Operational_Date_and_Time_Supported,FALSE,TMDD_N24R524_Operational_Date_and_Time_Parameter,,TMDD_N24_Flag,FALSE
1005,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.8,Non-Operational Date and Time,Response Message,O,Yes / No,,TMDD_N24R525_Non_Operational_Date_and_Time_Supported,FALSE,TMDD_N24R525_Non_Operational_Date_and_Time_Parameter,,TMDD_N24_Flag,FALSE
1006,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.9,Description of Repair,Response Message,O,Yes / No,,TMDD_N24R526_Description_of_Repair_Supported,FALSE,TMDD_N24R526_Description_of_Repair_Parameter,,TMDD_N24_Flag,FALSE
1007,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.5.2.4.3.2.10,History Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N24R527_History_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N24R527_History_Date_and_Time_Change_Information_Parameter,,TMDD_N24_Flag,FALSE
1008,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.7.4,TMDD v3.0x Detector Maintenance History - Detector Type,Response Message,O,Yes / No,,TMDD_N24R1197_TMDD_v30x_Detector_Maintenance_History___Detector_Type_Supported,FALSE,TMDD_N24R1197_TMDD_v30x_Detector_Maintenance_History___Detector_Type_Parameter,,TMDD_N24_Flag,FALSE
1009,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N24R13_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N24R13_Contents_of_the_Error_Report_Parameter,,TMDD_N24_Flag,FALSE
1010,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N24R14_Required_Error_Report_Contents_Supported,TRUE,TMDD_N24R14_Required_Error_Report_Contents_Parameter,,TMDD_N24_Flag,FALSE
1011,2.3.5.1.7,Need for Detector History,Optional,Yes / No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N24R15_Restrictions___Error_Report_Supported,FALSE,TMDD_N24R15_Restrictions___Error_Report_Parameter,,TMDD_N24_Flag,FALSE
1012,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.1,Send CCTV Inventory Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N25R528_Send_CCTV_Inventory_Information_Upon_Request_Supported,TRUE,TMDD_N25R528_Send_CCTV_Inventory_Information_Upon_Request_Parameter,60000,TMDD_N25_Flag,FALSE
1013,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.2,Publish CCTV Inventory Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N25R529_Publish_CCTV_Inventory_Information_Supported,FALSE,TMDD_N25R529_Publish_CCTV_Inventory_Information_Parameter,90000,TMDD_N25_Flag,FALSE
1014,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.3,Subscribe to CCTV Inventory Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N25R530_Subscribe_to_CCTV_Inventory_Information_Supported,FALSE,TMDD_N25R530_Subscribe_to_CCTV_Inventory_Information_Parameter,60000,TMDD_N25_Flag,FALSE
1015,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1,Contents of Device Information Request,Request Message,M,Yes,,TMDD_N25R364_Contents_of_Device_Information_Request_Supported,TRUE,TMDD_N25R364_Contents_of_Device_Information_Request_Parameter,,TMDD_N25_Flag,FALSE
1016,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.1,Required Device Information Request Content,Request Message,M,Yes,,TMDD_N25R365_Required_Device_Information_Request_Content_Supported,TRUE,TMDD_N25R365_Required_Device_Information_Request_Content_Parameter,,TMDD_N25_Flag,FALSE
1017,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.2.1,Authentication - Device Information (DeviceAuth),Request Message,O,Yes / No,,TMDD_N25R366_Authentication___Device_Information__DeviceAuth__Supported,FALSE,TMDD_N25R366_Authentication___Device_Information__DeviceAuth__Parameter,,TMDD_N25_Flag,FALSE
1018,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.2.1.1,Operator Identifier - Device Information,Request Message,DeviceAuth:O,Yes / No / NA,,TMDD_N25R367_Operator_Identifier___Device_Information_Supported,FALSE,TMDD_N25R367_Operator_Identifier___Device_Information_Parameter,,TMDD_N25_Flag,FALSE
1019,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.2.2,External Center Organization - Device Information,Request Message,O,Yes / No,,TMDD_N25R368_External_Center_Organization___Device_Information_Supported,FALSE,TMDD_N25R368_External_Center_Organization___Device_Information_Parameter,,TMDD_N25_Flag,FALSE
1020,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.3.1,Device Identifier Filter,Request Message,O,Yes / No,,TMDD_N25R369_Device_Identifier_Filter_Supported,FALSE,TMDD_N25R369_Device_Identifier_Filter_Parameter,,TMDD_N25_Flag,FALSE
1021,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.3.2,Roadway Network Identifier Filter,Request Message,O,Yes / No,,TMDD_N25R370_Roadway_Network_Identifier_Filter_Supported,FALSE,TMDD_N25R370_Roadway_Network_Identifier_Filter_Parameter,,TMDD_N25_Flag,FALSE
1022,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.3.3,Link Identifier Filter,Request Message,O,Yes / No,,TMDD_N25R371_Link_Identifier_Filter_Supported,FALSE,TMDD_N25R371_Link_Identifier_Filter_Parameter,,TMDD_N25_Flag,FALSE
1023,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.3.4,Route Designator Filter,Request Message,O,Yes / No,,TMDD_N25R372_Route_Designator_Filter_Supported,FALSE,TMDD_N25R372_Route_Designator_Filter_Parameter,,TMDD_N25_Flag,FALSE
1024,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.1.1.3.5,Linear Reference Filter,Request Message,O,Yes / No,,TMDD_N25R373_Linear_Reference_Filter_Supported,FALSE,TMDD_N25R373_Linear_Reference_Filter_Parameter,,TMDD_N25_Flag,FALSE
1025,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.4,Contents of the CCTV Inventory Request,Request Message,M,Yes,,TMDD_N25R531_Contents_of_the_CCTV_Inventory_Request_Supported,TRUE,TMDD_N25R531_Contents_of_the_CCTV_Inventory_Request_Parameter,,TMDD_N25_Flag,FALSE
1026,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1,Contents of the Device Inventory Header,Response Message,M,Yes,,TMDD_N25R378_Contents_of_the_Device_Inventory_Header_Supported,TRUE,TMDD_N25R378_Contents_of_the_Device_Inventory_Header_Parameter,,TMDD_N25_Flag,FALSE
1027,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.1,Required Device Inventory Content,Response Message,M,Yes,,TMDD_N25R379_Required_Device_Inventory_Content_Supported,TRUE,TMDD_N25R379_Required_Device_Inventory_Content_Parameter,,TMDD_N25_Flag,FALSE
1028,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.1,Restrictions - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R380_Restrictions___Device_Inventory_Supported,FALSE,TMDD_N25R380_Restrictions___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1029,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.2,Device Description,Response Message,O,Yes / No,,TMDD_N25R381_Device_Description_Supported,FALSE,TMDD_N25R381_Device_Description_Parameter,,TMDD_N25_Flag,FALSE
1030,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.3,Device Control Type,Response Message,O,Yes / No,,TMDD_N25R382_Device_Control_Type_Supported,FALSE,TMDD_N25R382_Device_Control_Type_Parameter,,TMDD_N25_Flag,FALSE
1031,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.4,Controller Description,Response Message,O,Yes / No,,TMDD_N25R383_Controller_Description_Supported,FALSE,TMDD_N25R383_Controller_Description_Parameter,,TMDD_N25_Flag,FALSE
1032,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.5,Roadway Network Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R384_Roadway_Network_Identifier___Device_Inventory_Supported,FALSE,TMDD_N25R384_Roadway_Network_Identifier___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1033,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.6,Node Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R385_Node_Identifier___Device_Inventory_Supported,FALSE,TMDD_N25R385_Node_Identifier___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1034,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.7,Node Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R386_Node_Name___Device_Inventory_Supported,FALSE,TMDD_N25R386_Node_Name___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1035,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.8,Link Identifier - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R387_Link_Identifier___Device_Inventory_Supported,FALSE,TMDD_N25R387_Link_Identifier___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1036,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.9,Link Name - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R388_Link_Name___Device_Inventory_Supported,FALSE,TMDD_N25R388_Link_Name___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1037,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.10,Link Direction - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R389_Link_Direction___Device_Inventory_Supported,FALSE,TMDD_N25R389_Link_Direction___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1038,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.11,Linear Reference - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R390_Linear_Reference___Device_Inventory_Supported,FALSE,TMDD_N25R390_Linear_Reference___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1039,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.12,Linear Reference Version,Response Message,O,Yes / No,,TMDD_N25R391_Linear_Reference_Version_Supported,FALSE,TMDD_N25R391_Linear_Reference_Version_Parameter,,TMDD_N25_Flag,FALSE
1040,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.13,Route Designator - Device Inventory,Response Message,O,Yes / No,,TMDD_N25R392_Route_Designator___Device_Inventory_Supported,FALSE,TMDD_N25R392_Route_Designator___Device_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1041,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.14,Device Uniform Resource Locator (URL) (DeviceURL),Response Message,O,Yes / No,,TMDD_N25R393_Device_Uniform_Resource_Locator__URL___DeviceURL__Supported,FALSE,TMDD_N25R393_Device_Uniform_Resource_Locator__URL___DeviceURL__Parameter,,TMDD_N25_Flag,FALSE
1042,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.15,Device URL Reference Medium,Response Message,DeviceURL:O,Yes / No / NA,,TMDD_N25R394_Device_URL_Reference_Medium_Supported,FALSE,TMDD_N25R394_Device_URL_Reference_Medium_Parameter,,TMDD_N25_Flag,FALSE
1043,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.1.2.1.2.16,Device Inventory Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N25R395_Device_Inventory_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N25R395_Device_Inventory_Date_and_Time_Change_Information_Parameter,,TMDD_N25_Flag,FALSE
1044,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5,Contents of the CCTV Inventory Information,Response Message,M,Yes,,TMDD_N25R532_Contents_of_the_CCTV_Inventory_Information_Supported,TRUE,TMDD_N25R532_Contents_of_the_CCTV_Inventory_Information_Parameter,,TMDD_N25_Flag,FALSE
1045,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.1,Required CCTV Inventory Content,Response Message,M,Yes,,TMDD_N25R533_Required_CCTV_Inventory_Content_Supported,TRUE,TMDD_N25R533_Required_CCTV_Inventory_Content_Parameter,,TMDD_N25_Flag,FALSE
1046,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.1,Text Insertion - CCTV Inventory,Response Message,O,Yes / No,,TMDD_N25R534_Text_Insertion___CCTV_Inventory_Supported,FALSE,TMDD_N25R534_Text_Insertion___CCTV_Inventory_Parameter,,TMDD_N25_Flag,FALSE
1047,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.2,Camera Type,Response Message,O,Yes / No,,TMDD_N25R535_Camera_Type_Supported,FALSE,TMDD_N25R535_Camera_Type_Parameter,,TMDD_N25_Flag,FALSE
1048,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.3,Camera Pan Left Limit,Response Message,O,Yes / No,,TMDD_N25R536_Camera_Pan_Left_Limit_Supported,FALSE,TMDD_N25R536_Camera_Pan_Left_Limit_Parameter,,TMDD_N25_Flag,FALSE
1049,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.4,Camera Pan Right Limit,Response Message,O,Yes / No,,TMDD_N25R537_Camera_Pan_Right_Limit_Supported,FALSE,TMDD_N25R537_Camera_Pan_Right_Limit_Parameter,,TMDD_N25_Flag,FALSE
1050,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.5,Camera Tilt Up Limit,Response Message,O,Yes / No,,TMDD_N25R538_Camera_Tilt_Up_Limit_Supported,FALSE,TMDD_N25R538_Camera_Tilt_Up_Limit_Parameter,,TMDD_N25_Flag,FALSE
1051,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.6,Camera Tilt Down Limit,Response Message,O,Yes / No,,TMDD_N25R539_Camera_Tilt_Down_Limit_Supported,FALSE,TMDD_N25R539_Camera_Tilt_Down_Limit_Parameter,,TMDD_N25_Flag,FALSE
1052,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.7,Camera Zoom Limit,Response Message,O,Yes / No,,TMDD_N25R540_Camera_Zoom_Limit_Supported,FALSE,TMDD_N25R540_Camera_Zoom_Limit_Parameter,,TMDD_N25_Flag,FALSE
1053,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.8,Camera Focus Limit,Response Message,O,Yes / No,,TMDD_N25R541_Camera_Focus_Limit_Supported,FALSE,TMDD_N25R541_Camera_Focus_Limit_Parameter,,TMDD_N25_Flag,FALSE
1054,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.9,Camera Iris Limit,Response Message,O,Yes / No,,TMDD_N25R542_Camera_Iris_Limit_Supported,FALSE,TMDD_N25R542_Camera_Iris_Limit_Parameter,,TMDD_N25_Flag,FALSE
1055,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.5.2.10,Camera Environmental Features,Response Message,O,Yes / No,,TMDD_N25R543_Camera_Environmental_Features_Supported,FALSE,TMDD_N25R543_Camera_Environmental_Features_Parameter,,TMDD_N25_Flag,FALSE
1056,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N25R13_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N25R13_Contents_of_the_Error_Report_Parameter,,TMDD_N25_Flag,FALSE
1057,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N25R14_Required_Error_Report_Contents_Supported,TRUE,TMDD_N25R14_Required_Error_Report_Contents_Parameter,,TMDD_N25_Flag,FALSE
1058,2.3.5.2.1,Need to Share CCTV Device Inventory,Optional,Yes / No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N25R15_Restrictions___Error_Report_Supported,FALSE,TMDD_N25R15_Restrictions___Error_Report_Parameter,,TMDD_N25_Flag,FALSE
1059,2.3.5.2.2,Need to Share Updated CCTV Device Inventory,Optional,Yes / No,3.3.5.3.1.2,Publish CCTV Inventory Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N26R529_Publish_CCTV_Inventory_Information_Supported,FALSE,TMDD_N26R529_Publish_CCTV_Inventory_Information_Parameter,90000,TMDD_N26_Flag,FALSE
