Name,ScriptFile,DataFile,Description,Type
TCS-20-dlDeviceInformationSubscription-EC-InValid-3,TPS-20-dlDeviceInformationSubscription-EC.xml,TCS-20-dlDeviceInformationSubscription-EC-InValid-3.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.3 [Need to Share Detector Status]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,OC
TCS-20-dlDeviceInformationSubscription-EC-InValid-4,TPS-20-dlDeviceInformationSubscription-EC.xml,TCS-20-dlDeviceInformationSubscription-EC-InValid-4.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.3 [Need to Share Detector Status]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,OC
TCS-20-dlDeviceInformationSubscription-EC-InValid-5,TPS-20-dlDeviceInformationSubscription-EC.xml,TCS-20-dlDeviceInformationSubscription-EC-InValid-5.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.3 [Need to Share Detector Status]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,OC
TCS-20-dlDeviceInformationSubscription-EC-InValid-6,TPS-20-dlDeviceInformationSubscription-EC.xml,TCS-20-dlDeviceInformationSubscription-EC-InValid-6.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.3 [Need to Share Detector Status]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,OC
TCS-20-dlDeviceInformationSubscription-EC-InValid-7,TPS-20-dlDeviceInformationSubscription-EC.xml,TCS-20-dlDeviceInformationSubscription-EC-InValid-7.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.3 [Need to Share Detector Status]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-Valid,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-Valid.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for a valid response result.,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-1,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-1.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-2,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-2.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-3,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-3.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-4,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-4.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-5,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-5.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-6,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-6.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-7,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-7.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-8,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-OC-InValid-8.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 8 (no valid data available).,EC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-Valid,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-Valid.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for a valid response result.,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-1,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-1.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-2,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-2.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-3,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-3.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-4,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-4.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-5,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-5.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-6,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-6.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-7,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-7.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,OC
TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-8,TPS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC.xml,TCS-21-dlArchivedDataProcessingDocumentationMetadataRequest-EC-InValid-8.data,This test case is used to verify the SUTs support of the dlArchivedDataProcessingDocumentationMetadataRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.4 [Need for Detector Metadata]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 8 (no valid data available).,OC
TCS-22-dlDetectorInventoryRequest-OC-Valid,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-Valid.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for a valid response result.,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-1,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-1.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-2,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-2.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-3,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-3.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-4,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-4.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-5,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-5.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-6,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-6.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-7,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-7.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,EC
TCS-22-dlDetectorInventoryRequest-OC-InValid-8,TPS-22-dlDetectorInventoryRequest-OC.xml,TCS-22-dlDetectorInventoryRequest-OC-InValid-8.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 8 (no valid data available).,EC
TCS-22-dlDetectorInventoryRequest-EC-Valid,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-Valid.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for a valid response result.,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-1,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-1.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-2,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-2.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-3,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-3.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-4,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-4.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-5,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-5.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-6,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-6.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-7,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-7.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,OC
TCS-22-dlDetectorInventoryRequest-EC-InValid-8,TPS-22-dlDetectorInventoryRequest-EC.xml,TCS-22-dlDetectorInventoryRequest-EC-InValid-8.data,This test case is used to verify the SUTs support of the dlDetectorInventoryRequest dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 8 (no valid data available).,OC
TCS-22-dlDeviceInformationSubscription-OC-Valid,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-Valid.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for a valid response result.,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-1,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-1.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-2,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-2.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-3,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-3.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-4,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-4.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-5,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-5.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-6,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-6.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,EC
TCS-22-dlDeviceInformationSubscription-OC-InValid-7,TPS-22-dlDeviceInformationSubscription-OC.xml,TCS-22-dlDeviceInformationSubscription-OC-InValid-7.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,EC
TCS-22-dlDeviceInformationSubscription-EC-Valid,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-Valid.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for a valid response result.,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-1,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-1.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-2,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-2.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 2 (center does not support this type message).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-3,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-3.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 3 (missing information prevents processing message).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-4,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-4.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 4 (message is not well formed or cannot be parsed).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-5,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-5.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 5 (out of range values).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-6,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-6.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 6 (permission not granted for request).,OC
TCS-22-dlDeviceInformationSubscription-EC-InValid-7,TPS-22-dlDeviceInformationSubscription-EC.xml,TCS-22-dlDeviceInformationSubscription-EC-InValid-7.data,This test case is used to verify the SUTs support of the dlDeviceInformationSubscription dialog as an EC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.5 [Need for Detector Data Correlation]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 7 (authentication not recognized).,OC
TCS-23-dlDetectorDataRequest-OC-Valid,TPS-23-dlDetectorDataRequest-OC.xml,TCS-23-dlDetectorDataRequest-OC-Valid.data,This test case is used to verify the SUTs support of the dlDetectorDataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.6 [Need for Detector Data Sharing]. This Test Case tests for a valid response result.,EC
TCS-23-dlDetectorDataRequest-OC-InValid-1,TPS-23-dlDetectorDataRequest-OC.xml,TCS-23-dlDetectorDataRequest-OC-InValid-1.data,This test case is used to verify the SUTs support of the dlDetectorDataRequest dialog as an OC using the variable values specified by the Test Plan.    This test case supports verification of requirements related to user need 2.3.5.1.6 [Need for Detector Data Sharing]. This Test Case tests for an invalid response result. An error response message is expected be returned with an error-code set to 1 (unknown processing error).,EC
