ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
572,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.4.3.1.5.2.16,Right Shoulder Width,Response Message,O,Yes / No,,TMDD_N11R272_Right_Shoulder_Width_Supported,FALSE,TMDD_N11R272_Right_Shoulder_Width_Parameter,,TMDD_N11_Flag,TRUE
573,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.4.3.1.5.2.17,Median Type,Response Message,O,Yes / No,,TMDD_N11R273_Median_Type_Supported,FALSE,TMDD_N11R273_Median_Type_Parameter,,TMDD_N11_Flag,TRUE
574,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.4.3.1.5.2.18,Link Inventory Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N11R274_Link_Inventory_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N11R274_Link_Inventory_Date_and_Time_Change_Information_Parameter,,TMDD_N11_Flag,TRUE
575,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N11R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N11R12_Contents_of_the_Error_Report_Parameter,,TMDD_N11_Flag,TRUE
576,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N11R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N11R13_Required_Error_Report_Contents_Parameter,,TMDD_N11_Flag,TRUE
577,2.3.4.1.2,Need for Link Inventory,Mandatory,Yes,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N11R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N11R14_Restrictions___Error_Report_Parameter,,TMDD_N11_Flag,TRUE
578,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.1,Send Route Inventory Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N12R319_Send_Route_Inventory_Information_Upon_Request_Supported,TRUE,TMDD_N12R319_Send_Route_Inventory_Information_Upon_Request_Parameter,60000,TMDD_N12_Flag,FALSE
579,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.2,Publish Route Inventory Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N12R320_Publish_Route_Inventory_Information_Supported,FALSE,TMDD_N12R320_Publish_Route_Inventory_Information_Parameter,900000,TMDD_N12_Flag,FALSE
580,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.3,Subscribe to Route Inventory Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N12R321_Subscribe_to_Route_Inventory_Information_Supported,FALSE,TMDD_N12R321_Subscribe_to_Route_Inventory_Information_Parameter,60000,TMDD_N12_Flag,FALSE
581,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N12R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N12R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N12_Flag,FALSE
582,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N12R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N12R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N12_Flag,FALSE
583,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N12R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N12R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N12_Flag,FALSE
584,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N12R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N12R222_Operator_Identifier___Network_Parameter,,TMDD_N12_Flag,FALSE
585,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N12R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N12R223_Roadway_Network_Identifier_Parameter,,TMDD_N12_Flag,FALSE
586,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N12R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N12R224_Traffic_Network_Identifier_Parameter,,TMDD_N12_Flag,FALSE
587,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.4,Contents of the Route Inventory Request,Request Message,M,Yes,,TMDD_N12R322_Contents_of_the_Route_Inventory_Request_Supported,TRUE,TMDD_N12R322_Contents_of_the_Route_Inventory_Request_Parameter,,TMDD_N12_Flag,FALSE
588,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5,Contents of the Route Inventory Information,Response Message,M,Yes,,TMDD_N12R323_Contents_of_the_Route_Inventory_Information_Supported,TRUE,TMDD_N12R323_Contents_of_the_Route_Inventory_Information_Parameter,,TMDD_N12_Flag,FALSE
589,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.1,Required Route Inventory Information Content,Response Message,M,Yes,,TMDD_N12R324_Required_Route_Inventory_Information_Content_Supported,TRUE,TMDD_N12R324_Required_Route_Inventory_Information_Content_Parameter,,TMDD_N12_Flag,FALSE
590,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.1,Restrictions - Route Inventory,Response Message,O,Yes / No,,TMDD_N12R325_Restrictions___Route_Inventory_Supported,FALSE,TMDD_N12R325_Restrictions___Route_Inventory_Parameter,,TMDD_N12_Flag,FALSE
591,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.2,Roadway Network Name - Route Inventory,Response Message,O,Yes / No,,TMDD_N12R326_Roadway_Network_Name___Route_Inventory_Supported,FALSE,TMDD_N12R326_Roadway_Network_Name___Route_Inventory_Parameter,,TMDD_N12_Flag,FALSE
592,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.3,Route Name - Route Inventory,Response Message,O,Yes / No,,TMDD_N12R327_Route_Name___Route_Inventory_Supported,FALSE,TMDD_N12R327_Route_Name___Route_Inventory_Parameter,,TMDD_N12_Flag,FALSE
593,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.4,Alternate Route Names - Route Inventory,Response Message,O,Yes / No,,TMDD_N12R328_Alternate_Route_Names___Route_Inventory_Supported,FALSE,TMDD_N12R328_Alternate_Route_Names___Route_Inventory_Parameter,,TMDD_N12_Flag,FALSE
594,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.5,Route Length,Response Message,O,Yes / No,,TMDD_N12R329_Route_Length_Supported,FALSE,TMDD_N12R329_Route_Length_Parameter,,TMDD_N12_Flag,FALSE
595,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.6,Node List,Response Message,O,Yes / No,,TMDD_N12R330_Node_List_Supported,FALSE,TMDD_N12R330_Node_List_Parameter,,TMDD_N12_Flag,FALSE
596,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.7,Route Image URL (RouteURL),Response Message,O,Yes / No,,TMDD_N12R331_Route_Image_URL__RouteURL__Supported,FALSE,TMDD_N12R331_Route_Image_URL__RouteURL__Parameter,,TMDD_N12_Flag,FALSE
597,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.8,Route Image URL Reference Medium,Response Message,RouteURL:O,Yes / No / NA,,TMDD_N12R332_Route_Image_URL_Reference_Medium_Supported,FALSE,TMDD_N12R332_Route_Image_URL_Reference_Medium_Parameter,,TMDD_N12_Flag,FALSE
598,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.4.4.1.5.2.9,Route Inventory Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N12R333_Route_Inventory_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N12R333_Route_Inventory_Date_and_Time_Change_Information_Parameter,,TMDD_N12_Flag,FALSE
599,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N12R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N12R12_Contents_of_the_Error_Report_Parameter,,TMDD_N12_Flag,FALSE
600,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N12R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N12R13_Required_Error_Report_Contents_Parameter,,TMDD_N12_Flag,FALSE
601,2.3.4.1.3,Need for Route Inventory,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N12R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N12R14_Restrictions___Error_Report_Parameter,,TMDD_N12_Flag,FALSE
602,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.1,Send Node Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N13R241_Send_Node_Status_Information_Upon_Request_Supported,TRUE,TMDD_N13R241_Send_Node_Status_Information_Upon_Request_Parameter,60000,TMDD_N13_Flag,FALSE
603,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.2,Publish Node Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N13R242_Publish_Node_Status_Information_Supported,FALSE,TMDD_N13R242_Publish_Node_Status_Information_Parameter,900000,TMDD_N13_Flag,FALSE
604,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.3,Subscribe to Node Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N13R243_Subscribe_to_Node_Status_Information_Supported,FALSE,TMDD_N13R243_Subscribe_to_Node_Status_Information_Parameter,60000,TMDD_N13_Flag,FALSE
605,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N13R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N13R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N13_Flag,FALSE
606,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N13R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N13R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N13_Flag,FALSE
607,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N13R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N13R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N13_Flag,FALSE
608,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N13R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N13R222_Operator_Identifier___Network_Parameter,,TMDD_N13_Flag,FALSE
609,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N13R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N13R223_Roadway_Network_Identifier_Parameter,,TMDD_N13_Flag,FALSE
610,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N13R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N13R224_Traffic_Network_Identifier_Parameter,,TMDD_N13_Flag,FALSE
611,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.4,Contents of the Node Status Request,Request Message,M,Yes,,TMDD_N13R244_Contents_of_the_Node_Status_Request_Supported,TRUE,TMDD_N13R244_Contents_of_the_Node_Status_Request_Parameter,,TMDD_N13_Flag,FALSE
612,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5,Contents of the Node Status Information,Response Message,M,Yes,,TMDD_N13R245_Contents_of_the_Node_Status_Information_Supported,TRUE,TMDD_N13R245_Contents_of_the_Node_Status_Information_Parameter,,TMDD_N13_Flag,FALSE
613,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.1,Required Node Status Information Content,Response Message,M,Yes,,TMDD_N13R246_Required_Node_Status_Information_Content_Supported,TRUE,TMDD_N13R246_Required_Node_Status_Information_Content_Parameter,,TMDD_N13_Flag,FALSE
614,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.1,Restrictions - Node Status,Response Message,O,Yes / No,,TMDD_N13R247_Restrictions___Node_Status_Supported,FALSE,TMDD_N13R247_Restrictions___Node_Status_Parameter,,TMDD_N13_Flag,FALSE
615,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.2,Roadway Network Name - Node Status,Response Message,O,Yes / No,,TMDD_N13R248_Roadway_Network_Name___Node_Status_Supported,FALSE,TMDD_N13R248_Roadway_Network_Name___Node_Status_Parameter,,TMDD_N13_Flag,FALSE
616,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.3,Node Name - Node Status,Response Message,O,Yes / No,,TMDD_N13R249_Node_Name___Node_Status_Supported,FALSE,TMDD_N13R249_Node_Name___Node_Status_Parameter,,TMDD_N13_Flag,FALSE
617,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.4,Node Status Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N13R250_Node_Status_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N13R250_Node_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N13_Flag,FALSE
618,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N13R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N13R12_Contents_of_the_Error_Report_Parameter,,TMDD_N13_Flag,FALSE
619,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N13R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N13R13_Required_Error_Report_Contents_Parameter,,TMDD_N13_Flag,FALSE
620,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N13R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N13R14_Restrictions___Error_Report_Parameter,,TMDD_N13_Flag,FALSE
621,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.1,Send Link Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N14R275_Send_Link_Status_Information_Upon_Request_Supported,TRUE,TMDD_N14R275_Send_Link_Status_Information_Upon_Request_Parameter,60000,TMDD_N14_Flag,FALSE
622,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.2,Publish Link Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N14R276_Publish_Link_Status_Information_Supported,FALSE,TMDD_N14R276_Publish_Link_Status_Information_Parameter,900000,TMDD_N14_Flag,FALSE
623,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.3,Subscribe to Link Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N14R277_Subscribe_to_Link_Status_Information_Supported,FALSE,TMDD_N14R277_Subscribe_to_Link_Status_Information_Parameter,60000,TMDD_N14_Flag,FALSE
624,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N14R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N14R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N14_Flag,FALSE
625,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N14R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N14R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N14_Flag,FALSE
626,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N14R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N14R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N14_Flag,FALSE
627,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N14R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N14R222_Operator_Identifier___Network_Parameter,,TMDD_N14_Flag,FALSE
628,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N14R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N14R223_Roadway_Network_Identifier_Parameter,,TMDD_N14_Flag,FALSE
629,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N14R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N14R224_Traffic_Network_Identifier_Parameter,,TMDD_N14_Flag,FALSE
630,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.4,Contents of the Link Status Request,Request Message,M,Yes,,TMDD_N14R278_Contents_of_the_Link_Status_Request_Supported,TRUE,TMDD_N14R278_Contents_of_the_Link_Status_Request_Parameter,,TMDD_N14_Flag,FALSE
631,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5,Contents of the Link Status Information,Response Message,M,Yes,,TMDD_N14R279_Contents_of_the_Link_Status_Information_Supported,TRUE,TMDD_N14R279_Contents_of_the_Link_Status_Information_Parameter,,TMDD_N14_Flag,FALSE
632,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.1,Required Link Status Information Content,Response Message,M,Yes,,TMDD_N14R280_Required_Link_Status_Information_Content_Supported,TRUE,TMDD_N14R280_Required_Link_Status_Information_Content_Parameter,,TMDD_N14_Flag,FALSE
633,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.1,Restrictions - Link Status,Response Message,O,Yes / No,,TMDD_N14R281_Restrictions___Link_Status_Supported,FALSE,TMDD_N14R281_Restrictions___Link_Status_Parameter,,TMDD_N14_Flag,FALSE
634,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.2,Link Name - Link Status,Response Message,O,Yes / No,,TMDD_N14R282_Link_Name___Link_Status_Supported,FALSE,TMDD_N14R282_Link_Name___Link_Status_Parameter,,TMDD_N14_Flag,FALSE
635,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.3,Link Direction - Link Status,Response Message,O,Yes / No,,TMDD_N14R283_Link_Direction___Link_Status_Supported,FALSE,TMDD_N14R283_Link_Direction___Link_Status_Parameter,,TMDD_N14_Flag,FALSE
636,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.4,Lanes Open,Response Message,O,Yes / No,,TMDD_N14R284_Lanes_Open_Supported,FALSE,TMDD_N14R284_Lanes_Open_Parameter,,TMDD_N14_Flag,FALSE
637,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.19,Roadway Event Source,Response Message,O,Yes / No,,TMDD_N14R299_Roadway_Event_Source_Supported,FALSE,TMDD_N14R299_Roadway_Event_Source_Parameter,,TMDD_N14_Flag,FALSE
638,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.37,Event Description Time - Link Status,Response Message,O,Yes / No,,TMDD_N14R317_Event_Description_Time___Link_Status_Supported,FALSE,TMDD_N14R317_Event_Description_Time___Link_Status_Parameter,,TMDD_N14_Flag,FALSE
639,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.38,Link Status Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N14R318_Link_Status_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N14R318_Link_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N14_Flag,FALSE
640,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N14R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N14R12_Contents_of_the_Error_Report_Parameter,,TMDD_N14_Flag,FALSE
641,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N14R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N14R13_Required_Error_Report_Contents_Parameter,,TMDD_N14_Flag,FALSE
642,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N14R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N14R14_Restrictions___Error_Report_Parameter,,TMDD_N14_Flag,FALSE
643,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.1,Send Route Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N15R334_Send_Route_Status_Information_Upon_Request_Supported,TRUE,TMDD_N15R334_Send_Route_Status_Information_Upon_Request_Parameter,60000,TMDD_N15_Flag,FALSE
644,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.2,Publish Route Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N15R335_Publish_Route_Status_Information_Supported,FALSE,TMDD_N15R335_Publish_Route_Status_Information_Parameter,900000,TMDD_N15_Flag,FALSE
645,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.3,Subscribe to Route Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N15R336_Subscribe_to_Route_Status_Information_Supported,FALSE,TMDD_N15R336_Subscribe_to_Route_Status_Information_Parameter,60000,TMDD_N15_Flag,FALSE
646,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N15R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N15R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N15_Flag,FALSE
647,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N15R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N15R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N15_Flag,FALSE
648,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N15R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N15R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N15_Flag,FALSE
649,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N15R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N15R222_Operator_Identifier___Network_Parameter,,TMDD_N15_Flag,FALSE
650,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N15R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N15R223_Roadway_Network_Identifier_Parameter,,TMDD_N15_Flag,FALSE
651,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N15R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N15R224_Traffic_Network_Identifier_Parameter,,TMDD_N15_Flag,FALSE
652,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.4,Contents of the Route Status Request,Request Message,M,Yes,,TMDD_N15R337_Contents_of_the_Route_Status_Request_Supported,TRUE,TMDD_N15R337_Contents_of_the_Route_Status_Request_Parameter,,TMDD_N15_Flag,FALSE
653,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5,Contents of the Route Status Information,Response Message,M,Yes,,TMDD_N15R338_Contents_of_the_Route_Status_Information_Supported,TRUE,TMDD_N15R338_Contents_of_the_Route_Status_Information_Parameter,,TMDD_N15_Flag,FALSE
654,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.1,Required Route Status Information Content,Response Message,M,Yes,,TMDD_N15R339_Required_Route_Status_Information_Content_Supported,TRUE,TMDD_N15R339_Required_Route_Status_Information_Content_Parameter,,TMDD_N15_Flag,FALSE
655,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.1,Restrictions - Route Status,Response Message,O,Yes / No,,TMDD_N15R340_Restrictions___Route_Status_Supported,FALSE,TMDD_N15R340_Restrictions___Route_Status_Parameter,,TMDD_N15_Flag,FALSE
656,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.2,Route Name - Route Status,Response Message,O,Yes / No,,TMDD_N15R341_Route_Name___Route_Status_Supported,FALSE,TMDD_N15R341_Route_Name___Route_Status_Parameter,,TMDD_N15_Flag,FALSE
657,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.3,Route Detour Status Flag,Response Message,O,Yes / No,,TMDD_N15R342_Route_Detour_Status_Flag_Supported,FALSE,TMDD_N15R342_Route_Detour_Status_Flag_Parameter,,TMDD_N15_Flag,FALSE
