ID,NeedID,RequirementID,TCID,ItemType,Precondition
876869,2.3.3.2,3.3.3.4.3.11,TCS-6-dlFullEventUpdateSubscription-EC-Valid,SUT/RI,Subscription
876870,2.3.3.2,3.3.3.4.3.12,TCS-6-dlFullEventUpdateSubscription-EC-Valid,SUT/RI,Subscription
876871,2.3.3.2,3.3.3.4.3.13,TCS-6-dlFullEventUpdateSubscription-EC-Valid,SUT/RI,Subscription
876872,2.3.3.2,3.3.3.4.3.14,TCS-6-dlFullEventUpdateSubscription-EC-Valid,SUT/RI,Subscription
876873,2.3.3.2,3.3.3.4.3.15,TCS-6-dlFullEventUpdateSubscription-EC-Valid,SUT/RI,Subscription
876874,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-1,RI,Subscription
876875,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-1,RI,Subscription
876876,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-2,RI,Subscription
876877,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-2,RI,Subscription
876878,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-3,RI,Subscription
876879,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-3,RI,Subscription
876880,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-4,RI,Subscription
876881,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-4,RI,Subscription
876882,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-5,RI,Subscription
876883,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-5,RI,Subscription
876884,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-6,RI,Subscription
876885,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-6,RI,Subscription
876886,2.3.3.2,3.3.3.3,TCS-6-dlFullEventUpdateSubscription-EC-InValid-7,RI,Subscription
876887,2.3.3.2,3.3.3.2,TCS-6-dlFullEventUpdateSubscription-EC-InValid-7,RI,Subscription
876888,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876889,2.3.3.3,3.3.3.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876890,2.3.3.3,3.3.3.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876891,2.3.3.3,3.3.3.6.1.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876892,2.3.3.3,3.3.3.6.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876893,2.3.3.3,3.3.3.6.1.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876894,2.3.3.3,3.3.3.6.1.2.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876895,2.3.3.3,3.3.3.6.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876896,2.3.3.3,3.3.3.6.2.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876897,2.3.3.3,3.3.3.6.3.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876898,2.3.3.3,3.3.3.6.3.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876899,2.3.3.3,3.3.3.6.4.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876900,2.3.3.3,3.3.3.6.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876901,2.3.3.3,3.3.3.6.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876902,2.3.3.3,3.3.3.6.4.1.2.1.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876903,2.3.3.3,3.3.3.6.4.1.2.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876904,2.3.3.3,3.3.3.6.4.1.2.1.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876905,2.3.3.3,3.3.3.6.4.1.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876906,2.3.3.3,3.3.3.6.4.1.2.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876907,2.3.3.3,3.3.3.6.4.1.2.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876908,2.3.3.3,3.3.3.6.4.1.2.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876909,2.3.3.3,3.3.3.6.4.1.2.9,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876910,2.3.3.3,3.3.3.6.4.1.2.10,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876911,2.3.3.3,3.3.3.6.4.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876912,2.3.3.3,3.3.3.6.4.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876913,2.3.3.3,3.3.3.6.4.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876914,2.3.3.3,3.3.3.6.4.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876915,2.3.3.3,3.3.3.6.4.5.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876916,2.3.3.3,3.3.3.6.4.5.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876917,2.3.3.3,3.3.3.6.4.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876918,2.3.3.3,3.3.3.6.4.6.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876919,2.3.3.3,3.3.3.6.4.6.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876920,2.3.3.3,3.3.3.6.4.6.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876921,2.3.3.3,3.3.3.6.4.6.2.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876922,2.3.3.3,3.3.3.6.4.6.2.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876923,2.3.3.3,3.3.3.6.4.6.3.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876924,2.3.3.3,3.3.3.6.4.6.3.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876925,2.3.3.3,3.3.3.6.4.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876926,2.3.3.3,3.3.3.6.4.7.1.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876927,2.3.3.3,3.3.3.6.4.7.1.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876928,2.3.3.3,3.3.3.6.4.7.1.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876929,2.3.3.3,3.3.3.6.4.7.1.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876930,2.3.3.3,3.3.3.6.4.7.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876931,2.3.3.3,3.3.3.6.4.7.3.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876932,2.3.3.3,3.3.3.6.4.7.3.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876933,2.3.3.3,3.3.3.6.4.7.3.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876934,2.3.3.3,3.3.3.6.4.7.3.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876935,2.3.3.3,3.3.3.6.4.7.3.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876936,2.3.3.3,3.3.3.6.4.7.3.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876937,2.3.3.3,3.3.3.6.4.7.3.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876938,2.3.3.3,3.3.3.6.4.7.3.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876939,2.3.3.3,3.3.3.6.4.7.3.9,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876940,2.3.3.3,3.3.3.6.4.7.3.10,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876941,2.3.3.3,3.3.3.6.4.7.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876942,2.3.3.3,3.3.3.6.4.7.5.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876943,2.3.3.3,3.3.3.6.4.7.5.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876944,2.3.3.3,3.3.3.6.4.7.5.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876945,2.3.3.3,3.3.3.6.4.7.5.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876946,2.3.3.3,3.3.3.6.4.7.5.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876947,2.3.3.3,3.3.3.6.4.7.5.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876948,2.3.3.3,3.3.3.6.4.7.5.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876949,2.3.3.3,3.3.3.6.4.7.5.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876950,2.3.3.3,3.3.3.6.4.7.5.9,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876951,2.3.3.3,3.3.3.6.4.7.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876952,2.3.3.3,3.3.3.6.4.7.7.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876953,2.3.3.3,3.3.3.6.4.7.7.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876954,2.3.3.3,3.3.3.6.4.7.7.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876955,2.3.3.3,3.3.3.6.4.7.7.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876956,2.3.3.3,3.3.3.6.4.7.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876957,2.3.3.3,3.3.3.6.4.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876958,2.3.3.3,3.3.3.6.4.9,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876959,2.3.3.3,3.3.3.6.4.9.1.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876960,2.3.3.3,3.3.3.6.4.9.1.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876961,2.3.3.3,3.3.3.6.4.9.1.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876962,2.3.3.3,3.3.3.6.4.9.1.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876963,2.3.3.3,3.3.3.6.4.9.1.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876964,2.3.3.3,3.3.3.6.4.9.1.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876965,2.3.3.3,3.3.3.6.4.10,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876966,2.3.3.3,3.3.3.6.4.10.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876967,2.3.3.3,3.3.3.6.4.10.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876968,2.3.3.3,3.3.3.6.4.10.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876969,2.3.3.3,3.3.3.6.4.10.2.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876970,2.3.3.3,3.3.3.6.4.11,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876971,2.3.3.3,3.3.3.6.4.12,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876972,2.3.3.3,3.3.3.7.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876973,2.3.3.3,3.3.3.7.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876974,2.3.3.3,3.3.3.7.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876975,2.3.3.3,3.3.3.7.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876976,2.3.3.3,3.3.3.7.2.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876977,2.3.3.3,3.3.3.7.2.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876978,2.3.3.3,3.3.3.7.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876979,2.3.3.3,3.3.3.7.3.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876980,2.3.3.3,3.3.3.7.3.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876981,2.3.3.3,3.3.3.7.3.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876982,2.3.3.3,3.3.3.7.3.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876983,2.3.3.3,3.3.3.7.3.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876984,2.3.3.3,3.3.3.7.3.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876985,2.3.3.3,3.3.3.7.3.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876986,2.3.3.3,3.3.3.7.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876987,2.3.3.3,3.3.3.7.4.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876988,2.3.3.3,3.3.3.7.4.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876989,2.3.3.3,3.3.3.7.4.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876990,2.3.3.3,3.3.3.7.4.4,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876991,2.3.3.3,3.3.3.7.4.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876992,2.3.3.3,3.3.3.7.4.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876993,2.3.3.3,3.3.3.7.4.7,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876994,2.3.3.3,3.3.3.7.4.8,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876995,2.3.3.3,3.3.3.7.4.9,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876996,2.3.3.3,3.3.3.7.5,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876997,2.3.3.3,3.3.3.7.5.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876998,2.3.3.3,3.3.3.7.5.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
876999,2.3.3.3,3.3.3.7.5.2.2,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
877000,2.3.3.3,3.3.3.7.5.2.3,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
877001,2.3.3.3,3.3.3.7.6,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
877002,2.3.3.3,3.3.3.7.6.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
877003,2.3.3.3,3.3.3.7.6.2.1,TCS-7-dlFullEventUpdateRequest-OC-Valid,SUT/RI,
877004,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-1,RI,
877005,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-1,RI,
877006,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-1,RI,
877007,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-1,RI,
877008,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-2,SUT/RI,
877009,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-2,SUT/RI,
877010,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-2,SUT/RI,
877011,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-2,SUT/RI,
877012,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-3,SUT/RI,
877013,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-3,SUT/RI,
877014,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-3,SUT/RI,
877015,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-3,SUT/RI,
877016,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-4,SUT/RI,
877017,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-4,SUT/RI,
877018,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-4,SUT/RI,
877019,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-4,SUT/RI,
877020,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-5,SUT/RI,
877021,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-5,SUT/RI,
877022,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-5,SUT/RI,
877023,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-5,SUT/RI,
877024,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-6,SUT/RI,
877025,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-6,SUT/RI,
877026,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-6,SUT/RI,
877027,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-6,SUT/RI,
877028,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-7,SUT/RI,
877029,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-7,SUT/RI,
877030,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-7,SUT/RI,
877031,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-7,SUT/RI,
877032,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-8,SUT/RI,
877033,2.3.3.3,3.3.1.4.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-8,SUT/RI,
877034,2.3.3.3,3.3.1.4.1.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-8,SUT/RI,
877035,2.3.3.3,3.3.1.4.1.2.1,TCS-7-dlFullEventUpdateRequest-OC-InValid-8,SUT/RI,
877036,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877037,2.3.3.3,3.3.3.4,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877038,2.3.3.3,3.3.3.4.1,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877039,2.3.3.3,3.3.3.4.2.1,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877040,2.3.3.3,3.3.3.4.2.1.1,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877041,2.3.3.3,3.3.3.4.2.2,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877042,2.3.3.3,3.3.3.4.3.1,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877043,2.3.3.3,3.3.3.4.3.2,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877044,2.3.3.3,3.3.3.4.3.3,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877045,2.3.3.3,3.3.3.4.3.4,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877046,2.3.3.3,3.3.3.4.3.5,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877047,2.3.3.3,3.3.3.4.3.6,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877048,2.3.3.3,3.3.3.4.3.7,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877049,2.3.3.3,3.3.3.4.3.8,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877050,2.3.3.3,3.3.3.4.3.9,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877051,2.3.3.3,3.3.3.4.3.10,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877052,2.3.3.3,3.3.3.4.3.11,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877053,2.3.3.3,3.3.3.4.3.12,TCS-7-dlFullEventUpdateRequest-EC-Valid,SUT/RI,
877054,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-1,RI,
877055,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-2,RI,
877056,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-3,RI,
877057,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-4,RI,
877058,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-5,RI,
877059,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-6,RI,
877060,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-7,RI,
877061,2.3.3.3,3.3.3.1,TCS-7-dlFullEventUpdateRequest-EC-InValid-8,RI,
877062,2.3.3.3,3.3.3.3,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877063,2.3.3.3,3.3.3.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877064,2.3.3.3,3.3.3.5,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877065,2.3.3.3,3.3.3.6,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877066,2.3.3.3,3.3.3.6.1.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877067,2.3.3.3,3.3.3.6.1.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877068,2.3.3.3,3.3.3.6.1.2.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877069,2.3.3.3,3.3.3.6.1.2.3,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877070,2.3.3.3,3.3.3.6.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877071,2.3.3.3,3.3.3.6.2.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877072,2.3.3.3,3.3.3.6.3.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877073,2.3.3.3,3.3.3.6.3.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877074,2.3.3.3,3.3.3.6.4.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877075,2.3.3.3,3.3.3.6.4.1.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877076,2.3.3.3,3.3.3.6.4.1.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877077,2.3.3.3,3.3.3.6.4.1.2.1.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877078,2.3.3.3,3.3.3.6.4.1.2.1.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877079,2.3.3.3,3.3.3.6.4.1.2.1.2.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877080,2.3.3.3,3.3.3.6.4.1.2.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877081,2.3.3.3,3.3.3.6.4.1.2.3,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877082,2.3.3.3,3.3.3.6.4.1.2.7,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877083,2.3.3.3,3.3.3.6.4.1.2.8,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877084,2.3.3.3,3.3.3.6.4.1.2.9,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877085,2.3.3.3,3.3.3.6.4.1.2.10,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877086,2.3.3.3,3.3.3.6.4.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877087,2.3.3.3,3.3.3.6.4.3,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877088,2.3.3.3,3.3.3.6.4.4,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877089,2.3.3.3,3.3.3.6.4.5,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877090,2.3.3.3,3.3.3.6.4.5.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877091,2.3.3.3,3.3.3.6.4.5.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877092,2.3.3.3,3.3.3.6.4.6,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877093,2.3.3.3,3.3.3.6.4.6.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877094,2.3.3.3,3.3.3.6.4.6.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877095,2.3.3.3,3.3.3.6.4.6.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877096,2.3.3.3,3.3.3.6.4.6.2.2.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877097,2.3.3.3,3.3.3.6.4.6.2.2.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877098,2.3.3.3,3.3.3.6.4.6.3.1,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877099,2.3.3.3,3.3.3.6.4.6.3.2,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
877100,2.3.3.3,3.3.3.6.4.7,TCS-7-dlFullEventUpdateSubscription-OC-Valid,SUT/RI,Subscription
