ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
605,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,M,Yes,,TMDD_N13R219_Contents_of_the_Traffic_Network_Information_Request_Supported,True,TMDD_N13R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N13_Flag,False
606,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,M,Yes,,TMDD_N13R220_Required_Traffic_Network_Information_Request_Content_Supported,True,TMDD_N13R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N13_Flag,False
607,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),O,Yes / No,,TMDD_N13R221_Authentication___Network__AuthNetwork__Supported,False,TMDD_N13R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N13_Flag,False
608,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,AuthNetwork:O,Yes / No / NA,,TMDD_N13R222_Operator_Identifier___Network_Supported,False,TMDD_N13R222_Operator_Identifier___Network_Parameter,,TMDD_N13_Flag,False
609,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,O,Yes / No,,TMDD_N13R223_Roadway_Network_Identifier_Supported,False,TMDD_N13R223_Roadway_Network_Identifier_Parameter,,TMDD_N13_Flag,False
610,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,O,Yes / No,,TMDD_N13R224_Traffic_Network_Identifier_Supported,False,TMDD_N13R224_Traffic_Network_Identifier_Parameter,,TMDD_N13_Flag,False
611,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.4,Contents of the Node Status Request,M,Yes,,TMDD_N13R244_Contents_of_the_Node_Status_Request_Supported,True,TMDD_N13R244_Contents_of_the_Node_Status_Request_Parameter,,TMDD_N13_Flag,False
612,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5,Contents of the Node Status Information,M,Yes,,TMDD_N13R245_Contents_of_the_Node_Status_Information_Supported,True,TMDD_N13R245_Contents_of_the_Node_Status_Information_Parameter,,TMDD_N13_Flag,False
613,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.1,Required Node Status Information Content,M,Yes,,TMDD_N13R246_Required_Node_Status_Information_Content_Supported,True,TMDD_N13R246_Required_Node_Status_Information_Content_Parameter,,TMDD_N13_Flag,False
614,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.1,Restrictions - Node Status,O,Yes / No,,TMDD_N13R247_Restrictions___Node_Status_Supported,False,TMDD_N13R247_Restrictions___Node_Status_Parameter,,TMDD_N13_Flag,False
615,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.2,Roadway Network Name - Node Status,O,Yes / No,,TMDD_N13R248_Roadway_Network_Name___Node_Status_Supported,False,TMDD_N13R248_Roadway_Network_Name___Node_Status_Parameter,,TMDD_N13_Flag,False
616,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.3,Node Name - Node Status,O,Yes / No,,TMDD_N13R249_Node_Name___Node_Status_Supported,False,TMDD_N13R249_Node_Name___Node_Status_Parameter,,TMDD_N13_Flag,False
617,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.4.2.2.5.2.4,Node Status Date and Time Change Information,O,Yes / No,,TMDD_N13R250_Node_Status_Date_and_Time_Change_Information_Supported,False,TMDD_N13R250_Node_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N13_Flag,False
618,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,M,Yes,,TMDD_N13R12_Contents_of_the_Error_Report_Supported,True,TMDD_N13R12_Contents_of_the_Error_Report_Parameter,,TMDD_N13_Flag,False
619,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,M,Yes,,TMDD_N13R13_Required_Error_Report_Contents_Supported,True,TMDD_N13R13_Required_Error_Report_Contents_Parameter,,TMDD_N13_Flag,False
620,2.3.4.2.1,Need to Share Node State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N13R14_Restrictions___Error_Report_Supported,False,TMDD_N13R14_Restrictions___Error_Report_Parameter,,TMDD_N13_Flag,False
621,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.1,Send Link Status Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N14R275_Send_Link_Status_Information_Upon_Request_Supported,True,TMDD_N14R275_Send_Link_Status_Information_Upon_Request_Parameter,60000,TMDD_N14_Flag,False
622,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.2,Publish Link Status Information,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center.,TMDD_N14R276_Publish_Link_Status_Information_Supported,False,TMDD_N14R276_Publish_Link_Status_Information_Parameter,900000,TMDD_N14_Flag,False
623,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.3,Subscribe to Link Status Information,Subscription:O,Yes / No / NA,,TMDD_N14R277_Subscribe_to_Link_Status_Information_Supported,False,TMDD_N14R277_Subscribe_to_Link_Status_Information_Parameter,,TMDD_N14_Flag,False
624,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,M,Yes,,TMDD_N14R219_Contents_of_the_Traffic_Network_Information_Request_Supported,True,TMDD_N14R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N14_Flag,False
625,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,M,Yes,,TMDD_N14R220_Required_Traffic_Network_Information_Request_Content_Supported,True,TMDD_N14R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N14_Flag,False
626,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),O,Yes / No,,TMDD_N14R221_Authentication___Network__AuthNetwork__Supported,False,TMDD_N14R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N14_Flag,False
627,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,AuthNetwork:O,Yes / No / NA,,TMDD_N14R222_Operator_Identifier___Network_Supported,False,TMDD_N14R222_Operator_Identifier___Network_Parameter,,TMDD_N14_Flag,False
628,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,O,Yes / No,,TMDD_N14R223_Roadway_Network_Identifier_Supported,False,TMDD_N14R223_Roadway_Network_Identifier_Parameter,,TMDD_N14_Flag,False
629,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,O,Yes / No,,TMDD_N14R224_Traffic_Network_Identifier_Supported,False,TMDD_N14R224_Traffic_Network_Identifier_Parameter,,TMDD_N14_Flag,False
630,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.4,Contents of the Link Status Request,M,Yes,,TMDD_N14R278_Contents_of_the_Link_Status_Request_Supported,True,TMDD_N14R278_Contents_of_the_Link_Status_Request_Parameter,,TMDD_N14_Flag,False
631,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5,Contents of the Link Status Information,M,Yes,,TMDD_N14R279_Contents_of_the_Link_Status_Information_Supported,True,TMDD_N14R279_Contents_of_the_Link_Status_Information_Parameter,,TMDD_N14_Flag,False
632,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.1,Required Link Status Information Content,M,Yes,,TMDD_N14R280_Required_Link_Status_Information_Content_Supported,True,TMDD_N14R280_Required_Link_Status_Information_Content_Parameter,,TMDD_N14_Flag,False
633,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.1,Restrictions - Link Status,O,Yes / No,,TMDD_N14R281_Restrictions___Link_Status_Supported,False,TMDD_N14R281_Restrictions___Link_Status_Parameter,,TMDD_N14_Flag,False
634,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.2,Link Name - Link Status,O,Yes / No,,TMDD_N14R282_Link_Name___Link_Status_Supported,False,TMDD_N14R282_Link_Name___Link_Status_Parameter,,TMDD_N14_Flag,False
635,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.3,Link Direction - Link Status,O,Yes / No,,TMDD_N14R283_Link_Direction___Link_Status_Supported,False,TMDD_N14R283_Link_Direction___Link_Status_Parameter,,TMDD_N14_Flag,False
636,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.4,Lanes Open,O,Yes / No,,TMDD_N14R284_Lanes_Open_Supported,False,TMDD_N14R284_Lanes_Open_Parameter,,TMDD_N14_Flag,False
637,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.19,Roadway Event Source,O,Yes / No,,TMDD_N14R299_Roadway_Event_Source_Supported,False,TMDD_N14R299_Roadway_Event_Source_Parameter,,TMDD_N14_Flag,False
638,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.37,Event Description Time - Link Status,O,Yes / No,,TMDD_N14R317_Event_Description_Time___Link_Status_Supported,False,TMDD_N14R317_Event_Description_Time___Link_Status_Parameter,,TMDD_N14_Flag,False
639,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.4.3.2.5.2.38,Link Status Date and Time Change Information,O,Yes / No,,TMDD_N14R318_Link_Status_Date_and_Time_Change_Information_Supported,False,TMDD_N14R318_Link_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N14_Flag,False
640,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,M,Yes,,TMDD_N14R12_Contents_of_the_Error_Report_Supported,True,TMDD_N14R12_Contents_of_the_Error_Report_Parameter,,TMDD_N14_Flag,False
641,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,M,Yes,,TMDD_N14R13_Required_Error_Report_Contents_Supported,True,TMDD_N14R13_Required_Error_Report_Contents_Parameter,,TMDD_N14_Flag,False
642,2.3.4.2.2,Need to Share Link State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N14R14_Restrictions___Error_Report_Supported,False,TMDD_N14R14_Restrictions___Error_Report_Parameter,,TMDD_N14_Flag,False
643,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.1,Send Route Status Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N15R334_Send_Route_Status_Information_Upon_Request_Supported,True,TMDD_N15R334_Send_Route_Status_Information_Upon_Request_Parameter,60000,TMDD_N15_Flag,False
644,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.2,Publish Route Status Information,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center.,TMDD_N15R335_Publish_Route_Status_Information_Supported,False,TMDD_N15R335_Publish_Route_Status_Information_Parameter,900000,TMDD_N15_Flag,False
645,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.3,Subscribe to Route Status Information,Subscription:O,Yes / No / NA,,TMDD_N15R336_Subscribe_to_Route_Status_Information_Supported,False,TMDD_N15R336_Subscribe_to_Route_Status_Information_Parameter,,TMDD_N15_Flag,False
646,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,M,Yes,,TMDD_N15R219_Contents_of_the_Traffic_Network_Information_Request_Supported,True,TMDD_N15R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N15_Flag,False
647,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,M,Yes,,TMDD_N15R220_Required_Traffic_Network_Information_Request_Content_Supported,True,TMDD_N15R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N15_Flag,False
648,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),O,Yes / No,,TMDD_N15R221_Authentication___Network__AuthNetwork__Supported,False,TMDD_N15R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N15_Flag,False
649,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,AuthNetwork:O,Yes / No / NA,,TMDD_N15R222_Operator_Identifier___Network_Supported,False,TMDD_N15R222_Operator_Identifier___Network_Parameter,,TMDD_N15_Flag,False
650,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,O,Yes / No,,TMDD_N15R223_Roadway_Network_Identifier_Supported,False,TMDD_N15R223_Roadway_Network_Identifier_Parameter,,TMDD_N15_Flag,False
651,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,O,Yes / No,,TMDD_N15R224_Traffic_Network_Identifier_Supported,False,TMDD_N15R224_Traffic_Network_Identifier_Parameter,,TMDD_N15_Flag,False
652,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.4,Contents of the Route Status Request,M,Yes,,TMDD_N15R337_Contents_of_the_Route_Status_Request_Supported,True,TMDD_N15R337_Contents_of_the_Route_Status_Request_Parameter,,TMDD_N15_Flag,False
653,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5,Contents of the Route Status Information,M,Yes,,TMDD_N15R338_Contents_of_the_Route_Status_Information_Supported,True,TMDD_N15R338_Contents_of_the_Route_Status_Information_Parameter,,TMDD_N15_Flag,False
654,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.1,Required Route Status Information Content,M,Yes,,TMDD_N15R339_Required_Route_Status_Information_Content_Supported,True,TMDD_N15R339_Required_Route_Status_Information_Content_Parameter,,TMDD_N15_Flag,False
655,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.1,Restrictions - Route Status,O,Yes / No,,TMDD_N15R340_Restrictions___Route_Status_Supported,False,TMDD_N15R340_Restrictions___Route_Status_Parameter,,TMDD_N15_Flag,False
656,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.2,Route Name - Route Status,O,Yes / No,,TMDD_N15R341_Route_Name___Route_Status_Supported,False,TMDD_N15R341_Route_Name___Route_Status_Parameter,,TMDD_N15_Flag,False
657,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.3,Route Detour Status Flag,O,Yes / No,,TMDD_N15R342_Route_Detour_Status_Flag_Supported,False,TMDD_N15R342_Route_Detour_Status_Flag_Parameter,,TMDD_N15_Flag,False
658,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.21,Event Description Time - Route Status,O,Yes / No,,TMDD_N15R360_Event_Description_Time___Route_Status_Supported,False,TMDD_N15R360_Event_Description_Time___Route_Status_Parameter,,TMDD_N15_Flag,False
659,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.22,Route Status Date and Time Change Information,O,Yes / No,,TMDD_N15R361_Route_Status_Date_and_Time_Change_Information_Supported,False,TMDD_N15R361_Route_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N15_Flag,False
660,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,M,Yes,,TMDD_N15R12_Contents_of_the_Error_Report_Supported,True,TMDD_N15R12_Contents_of_the_Error_Report_Parameter,,TMDD_N15_Flag,False
661,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,M,Yes,,TMDD_N15R13_Required_Error_Report_Contents_Supported,True,TMDD_N15R13_Required_Error_Report_Contents_Parameter,,TMDD_N15_Flag,False
662,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,O,Yes / No,,TMDD_N15R14_Restrictions___Error_Report_Supported,False,TMDD_N15R14_Restrictions___Error_Report_Parameter,,TMDD_N15_Flag,False
663,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.1,Send Link Status Information Upon Request,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request.,TMDD_N16R275_Send_Link_Status_Information_Upon_Request_Supported,True,TMDD_N16R275_Send_Link_Status_Information_Upon_Request_Parameter,60000,TMDD_N16_Flag,False
664,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.2,Publish Link Status Information,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 15 minutes) after the information is updated in the owner center.,TMDD_N16R276_Publish_Link_Status_Information_Supported,False,TMDD_N16R276_Publish_Link_Status_Information_Parameter,900000,TMDD_N16_Flag,False
665,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.3,Subscribe to Link Status Information,Subscription:O,Yes / No / NA,,TMDD_N16R277_Subscribe_to_Link_Status_Information_Supported,False,TMDD_N16R277_Subscribe_to_Link_Status_Information_Parameter,,TMDD_N16_Flag,False
666,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,M,Yes,,TMDD_N16R219_Contents_of_the_Traffic_Network_Information_Request_Supported,True,TMDD_N16R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N16_Flag,False
667,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,M,Yes,,TMDD_N16R220_Required_Traffic_Network_Information_Request_Content_Supported,True,TMDD_N16R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N16_Flag,False
668,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),O,Yes / No,,TMDD_N16R221_Authentication___Network__AuthNetwork__Supported,False,TMDD_N16R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N16_Flag,False
669,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,AuthNetwork:O,Yes / No / NA,,TMDD_N16R222_Operator_Identifier___Network_Supported,False,TMDD_N16R222_Operator_Identifier___Network_Parameter,,TMDD_N16_Flag,False
670,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,O,Yes / No,,TMDD_N16R223_Roadway_Network_Identifier_Supported,False,TMDD_N16R223_Roadway_Network_Identifier_Parameter,,TMDD_N16_Flag,False
671,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,O,Yes / No,,TMDD_N16R224_Traffic_Network_Identifier_Supported,False,TMDD_N16R224_Traffic_Network_Identifier_Parameter,,TMDD_N16_Flag,False
672,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.4,Contents of the Link Status Request,M,Yes,,TMDD_N16R278_Contents_of_the_Link_Status_Request_Supported,True,TMDD_N16R278_Contents_of_the_Link_Status_Request_Parameter,,TMDD_N16_Flag,False
673,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5,Contents of the Link Status Information,M,Yes,,TMDD_N16R279_Contents_of_the_Link_Status_Information_Supported,True,TMDD_N16R279_Contents_of_the_Link_Status_Information_Parameter,,TMDD_N16_Flag,False
674,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.1,Required Link Status Information Content,M,Yes,,TMDD_N16R280_Required_Link_Status_Information_Content_Supported,True,TMDD_N16R280_Required_Link_Status_Information_Content_Parameter,,TMDD_N16_Flag,False
675,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.1,Restrictions - Link Status,O,Yes / No,,TMDD_N16R281_Restrictions___Link_Status_Supported,False,TMDD_N16R281_Restrictions___Link_Status_Parameter,,TMDD_N16_Flag,False
676,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.2,Link Name - Link Status,O,Yes / No,,TMDD_N16R282_Link_Name___Link_Status_Supported,False,TMDD_N16R282_Link_Name___Link_Status_Parameter,,TMDD_N16_Flag,False
677,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.3,Link Direction - Link Status,O,Yes / No,,TMDD_N16R283_Link_Direction___Link_Status_Supported,False,TMDD_N16R283_Link_Direction___Link_Status_Parameter,,TMDD_N16_Flag,False
678,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.4,Lanes Open,O,Yes / No,,TMDD_N16R284_Lanes_Open_Supported,False,TMDD_N16R284_Lanes_Open_Parameter,,TMDD_N16_Flag,False
679,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.5,Link Priority,O,Yes / No,,TMDD_N16R285_Link_Priority_Supported,False,TMDD_N16R285_Link_Priority_Parameter,,TMDD_N16_Flag,False
680,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.6,Link Restrictions - Axles,O,Yes / No,,TMDD_N16R286_Link_Restrictions___Axles_Supported,False,TMDD_N16R286_Link_Restrictions___Axles_Parameter,,TMDD_N16_Flag,False
681,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.7,Link Restrictions - Height,O,Yes / No,,TMDD_N16R287_Link_Restrictions___Height_Supported,False,TMDD_N16R287_Link_Restrictions___Height_Parameter,,TMDD_N16_Flag,False
682,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.8,Link Restrictions - Length,O,Yes / No,,TMDD_N16R288_Link_Restrictions___Length_Supported,False,TMDD_N16R288_Link_Restrictions___Length_Parameter,,TMDD_N16_Flag,False
683,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.9,Link Restrictions - Weight,O,Yes / No,,TMDD_N16R289_Link_Restrictions___Weight_Supported,False,TMDD_N16R289_Link_Restrictions___Weight_Parameter,,TMDD_N16_Flag,False
684,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.10,Link Restrictions - Width,O,Yes / No,,TMDD_N16R290_Link_Restrictions___Width_Supported,False,TMDD_N16R290_Link_Restrictions___Width_Parameter,,TMDD_N16_Flag,False
685,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.11,Link Restrictions - Axle Weight,O,Yes / No,,TMDD_N16R291_Link_Restrictions___Axle_Weight_Supported,False,TMDD_N16R291_Link_Restrictions___Axle_Weight_Parameter,,TMDD_N16_Flag,False
686,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.12,Link Restrictions Units,O,Yes / No,,TMDD_N16R292_Link_Restrictions_Units_Supported,False,TMDD_N16R292_Link_Restrictions_Units_Parameter,,TMDD_N16_Flag,False
687,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.13,Link Surface Conditions,O,Yes / No,,TMDD_N16R293_Link_Surface_Conditions_Supported,False,TMDD_N16R293_Link_Surface_Conditions_Parameter,,TMDD_N16_Flag,False
688,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.14,Link Saturation,O,Yes / No,,TMDD_N16R294_Link_Saturation_Supported,False,TMDD_N16R294_Link_Saturation_Parameter,,TMDD_N16_Flag,False
689,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.15,Link Saturation Threshold,O,Yes / No,,TMDD_N16R295_Link_Saturation_Threshold_Supported,False,TMDD_N16R295_Link_Saturation_Threshold_Parameter,,TMDD_N16_Flag,False
690,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.16,Link Level of Service,O,Yes / No,,TMDD_N16R296_Link_Level_of_Service_Supported,False,TMDD_N16R296_Link_Level_of_Service_Parameter,,TMDD_N16_Flag,False
691,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.17,Lane Numbers,O,Yes / No,,TMDD_N16R297_Lane_Numbers_Supported,False,TMDD_N16R297_Lane_Numbers_Parameter,,TMDD_N16_Flag,False
692,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.18,Link Data Stored Type,O,Yes / No,,TMDD_N16R298_Link_Data_Stored_Type_Supported,False,TMDD_N16R298_Link_Data_Stored_Type_Parameter,,TMDD_N16_Flag,False
693,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.19,Roadway Event Source,O,Yes / No,,TMDD_N16R299_Roadway_Event_Source_Supported,False,TMDD_N16R299_Roadway_Event_Source_Parameter,,TMDD_N16_Flag,False
694,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.20,Traffic Data Type,O,Yes / No,,TMDD_N16R300_Traffic_Data_Type_Supported,False,TMDD_N16R300_Traffic_Data_Type_Parameter,,TMDD_N16_Flag,False
695,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.21,Link Stops,O,Yes / No,,TMDD_N16R301_Link_Stops_Supported,False,TMDD_N16R301_Link_Stops_Parameter,,TMDD_N16_Flag,False
696,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.22,Link Delay Time,O,Yes / No,,TMDD_N16R302_Link_Delay_Time_Supported,False,TMDD_N16R302_Link_Delay_Time_Parameter,,TMDD_N16_Flag,False
697,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.23,Link Delay Time - Alternate Route,O,Yes / No,,TMDD_N16R303_Link_Delay_Time___Alternate_Route_Supported,False,TMDD_N16R303_Link_Delay_Time___Alternate_Route_Parameter,,TMDD_N16_Flag,False
698,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.24,Link Headway,O,Yes / No,,TMDD_N16R304_Link_Headway_Supported,False,TMDD_N16R304_Link_Headway_Parameter,,TMDD_N16_Flag,False
699,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.25,Link Travel Time,O,Yes / No,,TMDD_N16R305_Link_Travel_Time_Supported,False,TMDD_N16R305_Link_Travel_Time_Parameter,,TMDD_N16_Flag,False
700,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.26,Link Existing Capacity,O,Yes / No,,TMDD_N16R306_Link_Existing_Capacity_Supported,False,TMDD_N16R306_Link_Existing_Capacity_Parameter,,TMDD_N16_Flag,False
701,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.27,Link Travel Time Increase,O,Yes / No,,TMDD_N16R307_Link_Travel_Time_Increase_Supported,False,TMDD_N16R307_Link_Travel_Time_Increase_Parameter,,TMDD_N16_Flag,False
